customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
CUST01499,Male,1,No,Yes,17,No,Fiber optic,Month-to-month,26.96,458.32,No
CUST01500,Male,0,No,Yes,4,Yes,DSL,Month-to-month,62.7,250.8,No
CUST01501,Female,0,No,No,18,Yes,DSL,Two year,23.96,,No
CUST01502,Female,0,No,No,41,No,Fiber optic,Month-to-month,116.5,4776.5,No
CUST01503,Male,0,Yes,No,17,Yes,Fiber optic,Two year,82.73,1406.41,No
CUST01504,Male,0,No,Yes,31,No,No,One year,35.27,1093.3700000000001,No
CUST01505,Male,0,Yes,Yes,20,Yes,Fiber optic,One year,37.25,745.0,No
CUST01506,Female,1,No,Yes,9,Yes,Fiber optic,One year,76.98,692.82,No
CUST01507,Female,0,No,No,36,No,DSL,Two year,55.66,2003.7599999999998,No
CUST01508,Female,0,Yes,Yes,48,Yes,DSL,Month-to-month,97.43,4676.64,Yes
CUST01509,Female,0,No,No,12,No,Fiber optic,One year,74.58,894.96,No
CUST01510,Male,0,Yes,Yes,54,Yes,Fiber optic,Two year,63.33,3419.8199999999997,No
CUST01511,Male,0,No,Yes,16,Yes,DSL,Two year,116.3,1860.8,No
CUST01512,Male,0,Yes,Yes,8,No,No,One year,59.07,472.56,No
CUST01513,Male,0,No,No,43,No,No,One year,60.06,2582.58,Yes
CUST01514,Female,0,Yes,Yes,45,Yes,No,One year,86.58,3896.1,No
CUST01515,Female,0,Yes,No,7,No,No,Month-to-month,100.95,706.65,No
CUST01516,Male,0,No,Yes,36,No,DSL,Month-to-month,82.62,2974.32,Yes
CUST01517,Male,0,No,Yes,18,Yes,Fiber optic,Two year,89.86,1617.48,Yes
CUST01518,Female,0,Yes,No,62,Yes,No,One year,57.29,3551.98,No
CUST01519,Male,0,No,Yes,45,No,DSL,One year,67.95,3057.75,No
CUST01520,Female,0,Yes,Yes,70,Yes,Fiber optic,Month-to-month,39.7,2779.0,No
CUST01521,Male,0,No,Yes,25,No,No,One year,88.02,2200.5,No
CUST01522,Male,0,Yes,Yes,45,No,Fiber optic,Two year,42.15,,No
CUST01523,Male,0,No,No,45,No,No,One year,20.13,905.8499999999999,No
CUST01524,Male,0,Yes,No,13,No,Fiber optic,Month-to-month,113.38,1473.94,No
CUST01525,Male,0,No,Yes,62,No,No,Two year,50.6,3137.2000000000003,No
CUST01526,Male,1,Yes,Yes,71,No,No,Two year,39.66,2815.8599999999997,No
CUST01527,Male,0,Yes,No,2,Yes,Fiber optic,One year,46.81,93.62,Yes
CUST01528,Female,0,No,Yes,27,No,Fiber optic,Two year,53.04,1432.08,No
CUST01529,Female,0,No,No,28,Yes,Fiber optic,One year,67.45,1888.6000000000001,No
CUST01530,Female,0,Yes,Yes,17,No,DSL,One year,26.94,,No
CUST01531,Female,0,Yes,No,34,Yes,DSL,Month-to-month,25.27,859.18,Yes
CUST01532,Female,0,Yes,No,46,Yes,Fiber optic,Two year,49.29,2267.34,No
CUST01533,Male,0,Yes,No,4,Yes,DSL,One year,49.58,198.32,Yes
CUST01534,Male,0,No,No,58,No,No,One year,31.76,1842.0800000000002,No
CUST01535,Female,0,Yes,Yes,58,Yes,Fiber optic,One year,60.48,3507.8399999999997,No
CUST01536,Male,0,Yes,Yes,46,Yes,DSL,Two year,48.4,2226.4,No
CUST01537,Female,1,Yes,No,12,No,Fiber optic,Two year,22.61,271.32,Yes
CUST01538,Female,0,No,No,32,Yes,No,Two year,108.57,3474.24,No
CUST01539,Male,0,Yes,No,61,Yes,No,One year,108.6,6624.599999999999,No
CUST01540,Male,0,No,No,15,No,DSL,Two year,40.92,613.8000000000001,No
CUST01541,Male,1,No,Yes,43,Yes,No,One year,36.29,1560.47,No
CUST01542,Female,0,No,No,57,Yes,Fiber optic,Two year,74.73,4259.610000000001,No
CUST01543,Male,0,No,No,5,No,DSL,Two year,83.08,415.4,No
CUST01544,Female,0,No,No,14,Yes,Fiber optic,One year,115.75,1620.5,No
CUST01545,Female,0,No,No,3,Yes,Fiber optic,Two year,57.73,173.19,No
CUST01546,Female,0,No,No,55,Yes,Fiber optic,One year,81.82,4500.099999999999,Yes
CUST01547,Male,0,Yes,No,63,Yes,No,Two year,107.82,6792.66,No
CUST01548,Male,0,Yes,No,67,No,Fiber optic,Two year,65.0,4355.0,No
CUST01549,Female,0,No,Yes,33,No,No,Two year,32.23,1063.59,No
CUST01550,Male,0,Yes,No,55,No,Fiber optic,Two year,57.74,3175.7000000000003,Yes
CUST01551,Male,0,Yes,No,31,No,No,Month-to-month,33.66,1043.4599999999998,No
CUST01552,Male,0,No,No,8,Yes,No,One year,21.66,173.28,No
CUST01553,Female,0,Yes,Yes,62,No,No,Month-to-month,95.16,5899.92,No
CUST01554,Female,0,No,Yes,71,No,Fiber optic,Two year,43.84,3112.6400000000003,No
CUST01555,Male,1,Yes,Yes,32,Yes,Fiber optic,Two year,20.2,,No
CUST01556,Female,0,No,No,20,Yes,No,One year,107.24,2144.7999999999997,Yes
CUST01557,Male,0,No,No,54,Yes,Fiber optic,One year,64.38,3476.5199999999995,No
CUST01558,Male,0,Yes,No,56,No,No,One year,43.89,2457.84,No
CUST01559,Male,1,Yes,Yes,1,Yes,Fiber optic,One year,46.28,46.28,Yes
CUST01560,Male,0,No,No,12,Yes,No,Two year,44.05,528.5999999999999,Yes
CUST01561,Female,0,No,Yes,3,Yes,No,One year,39.46,118.38,No
CUST01562,Female,0,No,Yes,49,No,DSL,Month-to-month,104.12,5101.88,Yes
CUST01563,Female,0,Yes,Yes,47,No,Fiber optic,One year,37.03,1740.41,No
CUST01564,Male,0,Yes,Yes,29,No,Fiber optic,One year,76.19,2209.5099999999998,No
CUST01565,Male,0,Yes,Yes,28,No,DSL,Month-to-month,27.73,776.44,No
CUST01566,Male,0,Yes,No,7,No,No,Month-to-month,114.95,804.65,Yes
CUST01567,Female,1,No,No,11,No,No,Month-to-month,80.33,883.63,No
CUST01568,Male,0,No,Yes,40,No,DSL,Month-to-month,110.32,4412.799999999999,Yes
CUST01569,Female,0,No,No,25,Yes,DSL,One year,59.79,1494.75,No
CUST01570,Female,0,No,No,49,Yes,No,Month-to-month,101.07,4952.429999999999,Yes
CUST01571,Female,0,Yes,Yes,1,Yes,Fiber optic,Two year,105.37,105.37,No
CUST01572,Female,0,No,Yes,54,No,DSL,One year,90.29,4875.660000000001,No
CUST01573,Female,0,No,No,55,No,DSL,Two year,29.29,1610.95,No
CUST01574,Female,0,Yes,No,13,Yes,DSL,One year,21.61,280.93,No
CUST01575,Male,1,Yes,No,5,Yes,DSL,One year,36.86,184.3,No
CUST01576,Male,1,No,No,60,No,DSL,Two year,31.81,1908.6,No
CUST01577,Female,0,Yes,Yes,11,No,DSL,Month-to-month,92.51,1017.61,No
CUST01578,Female,0,No,No,12,No,No,Month-to-month,75.7,908.4000000000001,No
CUST01579,Male,1,Yes,Yes,18,No,No,Two year,72.6,1306.8,No
CUST01580,Female,0,Yes,Yes,43,No,DSL,Month-to-month,45.29,1947.47,Yes
CUST01581,Female,1,No,No,58,No,No,One year,35.46,,Yes
CUST01582,Male,0,Yes,No,36,No,Fiber optic,One year,40.65,1463.3999999999999,No
CUST01583,Female,0,No,No,24,No,Fiber optic,One year,60.03,1440.72,No
CUST01584,Female,0,Yes,Yes,15,Yes,DSL,Month-to-month,94.01,1410.15,Yes
CUST01585,Female,0,Yes,Yes,37,No,Fiber optic,Month-to-month,45.45,1681.65,No
CUST01586,Male,0,Yes,Yes,42,No,Fiber optic,Two year,89.86,3774.12,No
CUST01587,Male,0,Yes,Yes,13,No,No,One year,69.15,898.95,Yes
CUST01588,Male,0,Yes,No,5,Yes,No,Two year,108.54,542.7,Yes
CUST01589,Female,0,No,Yes,22,Yes,No,Month-to-month,43.29,952.38,No
CUST01590,Female,0,Yes,Yes,59,No,No,Two year,65.09,3840.3100000000004,No
CUST01591,Male,1,No,No,11,Yes,Fiber optic,Month-to-month,29.67,326.37,Yes
CUST01592,Female,0,Yes,Yes,12,Yes,DSL,One year,53.52,642.24,No
CUST01593,Female,0,No,Yes,5,Yes,No,One year,70.69,353.45,No
CUST01594,Female,0,Yes,No,62,No,Fiber optic,Month-to-month,93.27,5782.74,No
CUST01595,Female,0,No,Yes,37,No,No,Month-to-month,39.81,1472.97,Yes
CUST01596,Female,1,No,Yes,49,No,Fiber optic,Month-to-month,41.81,2048.69,No
CUST01597,Male,0,Yes,Yes,51,No,No,One year,83.16,4241.16,No
CUST01598,Female,0,Yes,Yes,39,No,DSL,Month-to-month,58.25,2271.75,No
CUST01599,Male,0,Yes,No,7,No,No,One year,68.21,477.46999999999997,No
CUST01600,Female,0,No,Yes,60,No,DSL,Two year,103.61,6216.6,No
CUST01601,Male,0,No,No,7,Yes,No,One year,69.91,489.37,No
CUST01602,Female,1,Yes,Yes,33,No,No,Two year,85.25,2813.25,No
CUST01603,Male,0,Yes,No,59,No,No,One year,85.68,5055.120000000001,No
CUST01604,Female,0,No,No,56,No,Fiber optic,One year,100.36,5620.16,No
CUST01605,Male,0,No,No,45,No,Fiber optic,Month-to-month,83.81,3771.4500000000003,No
CUST01606,Female,0,Yes,Yes,21,No,DSL,One year,26.48,556.08,No
CUST01607,Male,0,No,Yes,39,No,DSL,Month-to-month,54.22,2114.58,No
CUST01608,Female,0,Yes,Yes,44,No,Fiber optic,Month-to-month,118.93,5232.92,Yes
CUST01609,Male,0,Yes,No,54,No,DSL,Month-to-month,39.65,2141.1,Yes
CUST01610,Male,0,Yes,Yes,50,Yes,DSL,One year,78.67,3933.5,No
CUST01611,Female,0,No,Yes,4,Yes,Fiber optic,Month-to-month,104.29,417.16,No
CUST01612,Female,0,No,Yes,12,No,Fiber optic,Two year,78.66,,Yes
CUST01613,Male,0,No,Yes,27,No,Fiber optic,Two year,57.23,1545.2099999999998,No
CUST01614,Female,0,No,No,61,Yes,Fiber optic,One year,28.02,1709.22,Yes
CUST01615,Male,1,Yes,No,23,No,No,Month-to-month,56.17,1291.91,No
CUST01616,Male,0,No,Yes,6,No,Fiber optic,Two year,38.21,229.26,Yes
CUST01617,Male,0,Yes,Yes,37,Yes,DSL,One year,116.09,4295.33,No
CUST01618,Female,0,Yes,Yes,36,No,No,One year,91.5,,No
CUST01619,Male,0,Yes,No,67,No,No,One year,94.94,6360.98,No
CUST01620,Male,0,No,Yes,41,No,DSL,One year,63.6,2607.6,No
CUST01621,Female,0,Yes,No,4,Yes,No,One year,31.0,124.0,No
CUST01622,Female,0,Yes,No,63,Yes,DSL,Month-to-month,46.67,2940.21,No
CUST01623,Female,0,No,Yes,49,No,No,Month-to-month,45.97,2252.5299999999997,No
CUST01624,Female,0,Yes,Yes,14,Yes,No,Month-to-month,68.68,961.5200000000001,No
CUST01625,Male,0,No,Yes,52,Yes,DSL,Month-to-month,66.1,3437.2,No
CUST01626,Male,0,No,No,24,Yes,DSL,One year,63.34,1520.16,Yes
CUST01627,Male,0,No,No,8,No,DSL,One year,69.6,556.8,Yes
CUST01628,Male,1,Yes,Yes,37,Yes,DSL,Two year,118.7,4391.900000000001,No
CUST01629,Female,0,No,No,21,Yes,Fiber optic,Two year,49.84,1046.64,No
CUST01630,Male,0,No,Yes,48,Yes,Fiber optic,Month-to-month,81.53,3913.44,No
CUST01631,Male,0,No,Yes,67,No,DSL,One year,43.95,2944.65,No
CUST01632,Female,1,No,No,14,Yes,Fiber optic,Two year,66.66,933.24,No
CUST01633,Male,0,Yes,No,64,Yes,DSL,Two year,40.0,,Yes
CUST01634,Male,0,No,No,53,No,DSL,Two year,75.82,4018.4599999999996,No
CUST01635,Male,0,Yes,No,29,Yes,No,Two year,46.5,1348.5,No
CUST01636,Male,0,No,Yes,19,Yes,DSL,Month-to-month,23.68,,No
CUST01637,Male,0,Yes,Yes,32,Yes,DSL,One year,101.53,3248.96,No
CUST01638,Male,0,No,Yes,6,No,DSL,Month-to-month,32.83,196.98,No
CUST01639,Female,0,Yes,No,7,No,DSL,Two year,56.8,397.59999999999997,Yes
CUST01640,Female,0,No,Yes,27,Yes,No,Two year,67.72,1828.44,No
CUST01641,Male,1,Yes,No,44,Yes,DSL,One year,63.25,2783.0,No
CUST01642,Male,0,Yes,No,10,Yes,No,One year,92.57,925.6999999999999,No
CUST01643,Female,0,Yes,No,30,Yes,DSL,Month-to-month,79.68,2390.4,No
CUST01644,Male,0,No,Yes,11,Yes,No,One year,49.54,544.9399999999999,No
CUST01645,Male,0,Yes,No,50,Yes,Fiber optic,Month-to-month,25.17,1258.5,No
CUST01646,Male,1,Yes,No,43,No,No,Month-to-month,96.76,4160.68,No
CUST01647,Female,0,Yes,No,49,Yes,No,Two year,55.25,2707.25,No
CUST01648,Male,0,Yes,No,16,Yes,DSL,Month-to-month,108.97,1743.52,No
CUST01649,Female,0,No,No,34,Yes,No,Two year,59.51,2023.34,No
CUST01650,Male,0,Yes,No,0,No,No,Month-to-month,91.77,0.0,No
CUST01651,Female,0,Yes,No,28,Yes,DSL,Month-to-month,113.96,3190.8799999999997,No
CUST01652,Female,0,Yes,No,50,No,Fiber optic,One year,85.12,4256.0,No
CUST01653,Male,0,No,No,63,Yes,Fiber optic,One year,61.35,3865.05,Yes
CUST01654,Female,0,Yes,No,3,Yes,Fiber optic,Two year,76.74,230.21999999999997,No
CUST01655,Male,0,Yes,No,27,Yes,No,One year,74.34,2007.18,No
CUST01656,Female,1,Yes,No,15,Yes,DSL,Month-to-month,78.48,1177.2,No
CUST01657,Male,0,Yes,Yes,62,Yes,Fiber optic,Two year,34.68,2150.16,No
CUST01658,Male,0,No,Yes,52,Yes,Fiber optic,Two year,89.85,4672.2,No
CUST01659,Female,0,Yes,No,16,No,Fiber optic,Two year,34.5,552.0,No
CUST01660,Male,0,Yes,No,39,Yes,Fiber optic,Month-to-month,21.46,836.94,No
CUST01661,Male,0,No,No,12,Yes,DSL,One year,82.48,989.76,No
CUST01662,Female,0,No,Yes,51,Yes,Fiber optic,Two year,31.69,,No
CUST01663,Male,0,No,Yes,57,No,No,Month-to-month,97.04,5531.280000000001,No
CUST01664,Male,0,Yes,Yes,36,Yes,No,One year,106.6,3837.6,Yes
CUST01665,Female,0,No,No,60,No,DSL,One year,114.47,6868.2,No
CUST01666,Female,1,Yes,No,33,Yes,Fiber optic,Two year,86.45,2852.85,No
CUST01667,Male,0,No,No,69,Yes,Fiber optic,Month-to-month,68.2,,No
CUST01668,Male,0,Yes,No,16,No,No,One year,55.23,883.68,No
CUST01669,Female,0,No,Yes,19,No,DSL,Month-to-month,69.09,1312.71,No
CUST01670,Female,0,Yes,No,58,Yes,No,One year,39.04,2264.32,No
CUST01671,Male,0,No,Yes,68,No,DSL,Two year,54.84,3729.1200000000003,No
CUST01672,Female,0,Yes,Yes,32,No,DSL,Two year,91.79,2937.28,No
CUST01673,Male,0,Yes,No,16,Yes,DSL,One year,41.74,667.84,No
CUST01674,Male,0,Yes,Yes,56,Yes,No,Month-to-month,46.41,2598.96,Yes
CUST01675,Male,0,Yes,Yes,0,Yes,DSL,One year,94.93,0.0,No
CUST01676,Male,0,Yes,Yes,12,No,No,Month-to-month,37.78,453.36,No
CUST01677,Male,1,Yes,Yes,26,Yes,No,One year,44.59,1159.3400000000001,No
CUST01678,Female,0,Yes,No,69,Yes,Fiber optic,Two year,21.75,1500.75,No
CUST01679,Female,0,Yes,No,58,No,No,Month-to-month,92.01,5336.58,Yes
CUST01680,Female,0,No,Yes,5,No,No,Two year,81.79,408.95000000000005,No
CUST01681,Female,0,Yes,No,22,Yes,Fiber optic,Month-to-month,89.44,1967.6799999999998,No
CUST01682,Male,0,Yes,Yes,9,No,Fiber optic,One year,41.43,,Yes
CUST01683,Male,0,No,No,50,No,Fiber optic,Two year,88.74,4437.0,No
CUST01684,Male,0,Yes,No,18,No,DSL,Two year,79.64,1433.52,Yes
CUST01685,Male,0,No,No,50,Yes,DSL,Month-to-month,56.61,2830.5,No
CUST01686,Female,0,Yes,No,67,Yes,Fiber optic,Month-to-month,63.78,4273.26,Yes
CUST01687,Male,0,No,No,41,Yes,DSL,Month-to-month,76.79,3148.3900000000003,Yes
CUST01688,Male,0,No,Yes,56,No,Fiber optic,Two year,69.33,3882.48,Yes
CUST01689,Female,0,Yes,No,67,Yes,DSL,One year,84.18,5640.06,No
CUST01690,Female,0,No,Yes,37,Yes,No,Month-to-month,38.1,1409.7,No
CUST01691,Female,1,Yes,Yes,61,No,DSL,One year,74.07,4518.2699999999995,Yes
CUST01692,Female,1,Yes,No,6,No,DSL,Month-to-month,65.03,390.18,No
CUST01693,Male,0,Yes,Yes,70,Yes,No,One year,66.1,4627.0,Yes
CUST01694,Male,0,Yes,No,49,No,Fiber optic,Month-to-month,66.94,3280.06,Yes
CUST01695,Female,0,No,Yes,51,Yes,DSL,One year,108.15,5515.650000000001,No
CUST01696,Male,1,Yes,Yes,25,Yes,DSL,Two year,101.86,2546.5,Yes
CUST01697,Male,1,No,No,25,Yes,No,Month-to-month,82.96,,No
CUST01698,Male,0,No,No,18,No,No,Month-to-month,91.65,1649.7,No
CUST01699,Female,0,Yes,No,8,No,No,Two year,24.28,194.24,Yes
CUST01700,Male,0,Yes,No,60,Yes,No,Month-to-month,94.4,5664.0,No
CUST01701,Female,0,Yes,Yes,19,Yes,Fiber optic,Month-to-month,68.62,1303.7800000000002,No
CUST01702,Male,0,Yes,No,49,Yes,DSL,Two year,51.77,2536.73,No
CUST01703,Male,1,No,Yes,21,Yes,DSL,Two year,33.98,713.5799999999999,Yes
CUST01704,Male,0,Yes,Yes,12,No,DSL,One year,27.52,,No
CUST01705,Female,0,No,Yes,11,Yes,DSL,Two year,24.49,269.39,No
CUST01706,Male,1,Yes,Yes,9,Yes,Fiber optic,Two year,36.18,325.62,No
CUST01707,Female,0,Yes,Yes,64,No,DSL,Month-to-month,23.01,1472.64,No
CUST01708,Female,0,Yes,Yes,29,Yes,Fiber optic,Two year,93.26,2704.54,Yes
CUST01709,Female,0,Yes,No,7,Yes,Fiber optic,Month-to-month,44.86,314.02,No
CUST01710,Male,0,No,Yes,20,Yes,No,Two year,56.87,1137.3999999999999,No
CUST01711,Male,0,No,Yes,21,Yes,No,Two year,102.27,2147.67,No
CUST01712,Male,0,Yes,Yes,17,Yes,DSL,One year,31.47,534.99,Yes
CUST01713,Male,0,No,No,65,No,Fiber optic,Two year,103.56,6731.400000000001,No
CUST01714,Female,0,No,No,47,No,No,Two year,83.95,3945.65,No
CUST01715,Female,0,Yes,Yes,43,No,Fiber optic,Month-to-month,54.2,2330.6,No
CUST01716,Female,0,Yes,No,8,No,No,Month-to-month,31.78,254.24,No
CUST01717,Male,0,No,Yes,66,Yes,Fiber optic,One year,29.15,1923.8999999999999,Yes
CUST01718,Female,0,No,No,53,No,DSL,Two year,53.55,2838.1499999999996,No
CUST01719,Male,0,No,Yes,25,No,DSL,Month-to-month,34.03,,Yes
CUST01720,Female,0,No,No,25,No,Fiber optic,Two year,46.77,1169.25,No
CUST01721,Male,0,Yes,No,33,No,No,One year,25.3,834.9,No
CUST01722,Male,0,Yes,No,7,No,No,Month-to-month,79.5,556.5,Yes
CUST01723,Female,0,No,Yes,9,No,DSL,Month-to-month,34.53,310.77,Yes
CUST01724,Female,0,Yes,Yes,47,No,DSL,One year,95.67,4496.49,Yes
CUST01725,Female,1,No,Yes,54,No,DSL,Two year,41.82,2258.28,Yes
CUST01726,Female,0,No,No,53,Yes,No,Month-to-month,99.8,5289.4,No
CUST01727,Male,0,Yes,No,39,No,No,Month-to-month,38.99,1520.6100000000001,No
CUST01728,Female,0,No,Yes,14,Yes,DSL,One year,92.14,,No
CUST01729,Female,0,No,No,17,No,Fiber optic,One year,53.31,906.27,No
CUST01730,Female,0,Yes,Yes,22,No,No,One year,78.31,1722.8200000000002,No
CUST01731,Male,0,Yes,Yes,61,No,DSL,Two year,23.87,1456.0700000000002,No
CUST01732,Male,0,No,Yes,45,Yes,Fiber optic,Two year,69.52,3128.3999999999996,Yes
CUST01733,Female,0,No,Yes,38,Yes,No,Two year,34.87,1325.06,Yes
CUST01734,Male,0,Yes,No,14,No,Fiber optic,One year,68.63,960.8199999999999,No
CUST01735,Female,0,No,No,52,Yes,Fiber optic,Month-to-month,34.14,1775.28,No
CUST01736,Male,0,No,No,63,No,No,Two year,63.71,4013.73,Yes
CUST01737,Male,1,Yes,Yes,62,Yes,DSL,One year,31.06,1925.72,Yes
CUST01738,Male,0,Yes,No,15,Yes,Fiber optic,Two year,42.0,630.0,No
CUST01739,Male,0,Yes,Yes,69,Yes,DSL,Month-to-month,79.51,5486.1900000000005,No
CUST01740,Female,0,Yes,Yes,65,No,No,Month-to-month,117.67,7648.55,No
CUST01741,Female,0,Yes,Yes,12,Yes,Fiber optic,One year,64.92,779.04,Yes
CUST01742,Female,0,Yes,Yes,46,Yes,Fiber optic,Month-to-month,88.72,4081.12,No
CUST01743,Male,0,No,Yes,8,No,Fiber optic,One year,73.94,591.52,No
CUST01744,Female,0,No,Yes,62,Yes,Fiber optic,One year,69.84,4330.08,Yes
CUST01745,Female,0,Yes,No,33,No,Fiber optic,One year,26.47,873.51,No
CUST01746,Female,0,Yes,No,28,No,No,One year,34.43,964.04,Yes
CUST01747,Male,0,No,No,36,Yes,Fiber optic,Month-to-month,108.31,3899.16,No
CUST01748,Male,1,No,No,42,No,No,Month-to-month,61.02,2562.84,No
CUST01749,Male,0,No,Yes,63,Yes,DSL,Month-to-month,81.43,5130.09,No
CUST01750,Female,0,Yes,Yes,23,Yes,No,Month-to-month,72.82,1674.86,No
CUST01751,Female,0,Yes,No,70,No,Fiber optic,One year,57.89,4052.3,Yes
CUST01752,Female,0,No,No,33,Yes,DSL,One year,58.78,1939.74,No
CUST01753,Male,0,Yes,No,47,Yes,No,Month-to-month,75.55,,No
CUST01754,Male,0,Yes,No,11,No,No,Two year,34.11,375.21,No
CUST01755,Female,0,Yes,No,22,No,No,Two year,58.73,1292.06,Yes
CUST01756,Male,0,No,No,12,Yes,Fiber optic,Two year,64.7,776.4000000000001,No
CUST01757,Male,0,No,No,44,No,Fiber optic,Month-to-month,118.51,5214.4400000000005,No
CUST01758,Male,0,Yes,No,64,No,No,One year,55.15,3529.6,No
CUST01759,Male,1,Yes,Yes,46,No,No,One year,84.46,3885.16,No
CUST01760,Female,0,Yes,Yes,57,No,DSL,Two year,33.74,1923.18,No
CUST01761,Male,0,Yes,Yes,4,Yes,Fiber optic,Two year,26.55,106.2,No
CUST01762,Male,0,Yes,Yes,4,Yes,Fiber optic,One year,107.15,428.6,Yes
CUST01763,Male,0,No,No,59,No,DSL,Two year,93.07,5491.129999999999,No
CUST01764,Male,0,Yes,Yes,20,Yes,No,Two year,51.75,,No
CUST01765,Female,0,Yes,No,23,No,No,One year,70.46,1620.58,No
CUST01766,Female,0,Yes,Yes,17,No,DSL,Two year,33.57,570.69,No
CUST01767,Male,0,No,No,20,Yes,No,Two year,90.72,1814.4,No
CUST01768,Male,0,No,No,53,Yes,No,Month-to-month,27.03,1432.5900000000001,No
CUST01769,Male,0,Yes,Yes,9,Yes,DSL,Two year,95.7,861.3000000000001,No
CUST01770,Male,0,No,Yes,23,Yes,DSL,Month-to-month,74.68,1717.64,Yes
CUST01771,Male,0,No,No,59,No,DSL,One year,47.89,2825.51,No
CUST01772,Male,0,No,No,56,No,No,Month-to-month,106.26,5950.56,No
CUST01773,Female,0,No,No,22,Yes,DSL,One year,118.61,2609.42,No
CUST01774,Male,0,No,Yes,21,No,No,Month-to-month,45.43,954.03,No
CUST01775,Female,0,No,Yes,67,Yes,Fiber optic,Month-to-month,100.62,6741.54,No
CUST01776,Female,0,Yes,No,33,Yes,Fiber optic,Month-to-month,95.02,3135.66,No
CUST01777,Male,0,No,Yes,69,Yes,DSL,Two year,94.72,6535.68,No
CUST01778,Female,0,No,No,27,No,No,Two year,115.72,3124.44,No
CUST01779,Female,0,Yes,Yes,38,No,No,Two year,68.66,2609.08,No
CUST01780,Female,0,Yes,Yes,41,Yes,No,Two year,87.42,3584.2200000000003,No
CUST01781,Female,0,Yes,Yes,22,Yes,DSL,Two year,102.39,2252.58,Yes
CUST01782,Female,1,Yes,Yes,69,Yes,No,Month-to-month,67.95,4688.55,No
CUST01783,Female,1,No,Yes,1,Yes,No,Two year,68.14,68.14,No
CUST01784,Male,0,No,No,23,No,No,One year,51.87,1193.01,Yes
CUST01785,Female,0,No,No,16,No,Fiber optic,Month-to-month,98.08,1569.28,Yes
CUST01786,Female,0,No,Yes,64,Yes,No,Month-to-month,88.62,,Yes
CUST01787,Female,0,Yes,No,69,Yes,Fiber optic,One year,65.11,4492.59,No
CUST01788,Male,1,No,No,68,No,No,Two year,61.93,4211.24,No
CUST01789,Female,0,No,Yes,59,Yes,No,One year,27.26,1608.3400000000001,Yes
CUST01790,Male,0,Yes,No,49,No,No,Month-to-month,20.65,1011.8499999999999,No
CUST01791,Female,1,No,Yes,11,No,Fiber optic,Month-to-month,72.89,801.79,Yes
CUST01792,Male,0,No,No,46,Yes,No,Month-to-month,61.75,2840.5,Yes
CUST01793,Male,0,No,No,66,No,DSL,One year,99.6,6573.599999999999,No
CUST01794,Female,1,No,No,64,No,No,Two year,74.27,4753.28,No
CUST01795,Female,0,Yes,No,26,No,Fiber optic,Month-to-month,113.67,2955.42,No
CUST01796,Male,0,Yes,No,47,No,Fiber optic,Two year,39.61,1861.67,No
CUST01797,Female,0,Yes,No,61,Yes,DSL,Month-to-month,119.02,7260.219999999999,No
CUST01798,Male,0,Yes,No,43,No,DSL,Two year,49.79,2140.97,No
CUST01799,Male,0,Yes,Yes,18,No,DSL,One year,84.24,1516.32,No
CUST01800,Male,0,No,Yes,58,No,Fiber optic,Month-to-month,70.19,4071.02,No
CUST01801,Male,1,No,Yes,7,Yes,No,Month-to-month,55.96,391.72,No
CUST01802,Male,0,Yes,Yes,54,Yes,No,Month-to-month,33.93,1832.22,No
CUST01803,Female,0,Yes,No,46,Yes,DSL,One year,33.48,1540.08,No
CUST01804,Male,0,Yes,No,1,No,DSL,One year,91.15,91.15,No
CUST01805,Male,0,No,No,38,Yes,No,Two year,57.76,2194.88,No
CUST01806,Female,0,Yes,Yes,44,Yes,DSL,One year,116.13,,Yes
CUST01807,Male,0,No,Yes,31,Yes,No,Month-to-month,52.56,1629.3600000000001,No
CUST01808,Female,0,No,Yes,64,No,No,Two year,118.35,7574.4,No
CUST01809,Female,0,No,No,37,Yes,No,One year,40.54,1499.98,Yes
CUST01810,Female,0,No,Yes,10,Yes,No,Two year,30.28,302.8,No
CUST01811,Male,0,Yes,No,9,Yes,Fiber optic,Two year,51.26,461.34,No
CUST01812,Male,0,No,Yes,58,No,No,Two year,108.56,6296.4800000000005,Yes
CUST01813,Male,0,No,No,54,No,DSL,Month-to-month,72.19,3898.2599999999998,No
CUST01814,Female,0,Yes,Yes,19,Yes,DSL,Month-to-month,33.57,637.83,No
CUST01815,Male,0,No,No,16,Yes,DSL,One year,40.25,644.0,No
CUST01816,Female,0,No,Yes,67,Yes,DSL,Month-to-month,51.13,3425.71,No
CUST01817,Male,0,No,Yes,4,No,Fiber optic,Two year,79.02,316.08,No
CUST01818,Female,0,Yes,No,59,No,No,Two year,53.24,3141.1600000000003,No
CUST01819,Male,0,No,No,22,Yes,No,Month-to-month,94.71,2083.62,No
CUST01820,Male,0,No,Yes,45,No,DSL,Two year,81.63,3673.35,No
CUST01821,Male,0,Yes,No,51,Yes,DSL,Month-to-month,107.38,5476.38,No
CUST01822,Female,0,Yes,Yes,9,No,DSL,Two year,70.1,630.9,Yes
CUST01823,Female,0,No,No,45,Yes,No,One year,53.12,,No
CUST01824,Male,0,No,Yes,27,No,Fiber optic,One year,119.63,3230.0099999999998,Yes
